公金支出情報（令和元年５月（出納整理期間）分）,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
局名,部名,課名,支払日,会計名,款名,項名,目名,節・細節名,支払内容（件名）,　　　支払額　（円）　
福祉保健局,少子社会対策部,保育支援課,令和01年05月23日,一般会計,環境費,環境保全費,自然環境費,負担金補助及交付金,30年度認可保育所芝生化維持管理経費補助金の支出,"259,000 "
福祉保健局,少子社会対策部,保育支援課,令和01年05月27日,一般会計,環境費,環境保全費,自然環境費,負担金補助及交付金,平成３０年度認可保育所屋外遊技場芝生化事業支出,"9,420,000 "
福祉保健局,少子社会対策部,保育支援課,令和01年05月27日,一般会計,福祉保健費,少子社会対策費,児童福祉施設費,負担金補助及交付金,平成30年度保育体制強化事業費補助金の支出について,"135,474,000 "
福祉保健局,少子社会対策部,保育支援課,令和01年05月28日,一般会計,福祉保健費,施設整備費,社会福祉施設等整備助成費,負担金補助及交付金,平成30年度病院内保育所施設整備費補助金の支出,"4,781,000 "
福祉保健局,少子社会対策部,保育支援課,令和01年05月28日,一般会計,福祉保健費,少子社会対策費,児童福祉施設費,負担金補助及交付金,平成30年度保育補助者雇上強化事業補助金の支出,"141,631,000 "
福祉保健局,少子社会対策部,保育支援課,令和01年05月29日,一般会計,福祉保健費,少子社会対策費,管理費,委託料,子供・子育てに関する情報サイトの保守・運用業務委託,"9,891,000 "
福祉保健局,少子社会対策部,保育支援課,令和01年05月29日,一般会計,福祉保健費,少子社会対策費,子供家庭福祉費,委託料,子供・子育てに関する情報サイトの保守・運用業務委託,"1,395,000 "
福祉保健局,少子社会対策部,保育支援課,令和01年05月29日,一般会計,福祉保健費,少子社会対策費,子供家庭福祉費,委託料,子供・子育てに関する施設等情報サイトの改修業務委託,"3,276,000 "
福祉保健局,少子社会対策部,保育支援課,令和01年05月29日,一般会計,福祉保健費,少子社会対策費,子供家庭福祉費,委託料,子供・子育てに関する施設等情報サイトの改修業務委託,"1,044,000 "
福祉保健局,少子社会対策部,保育支援課,令和01年05月29日,一般会計,福祉保健費,少子社会対策費,子供家庭福祉費,委託料,子供・子育て施設等情報サイトの追加改修業務委託,"5,724,000 "
福祉保健局,少子社会対策部,保育支援課,令和01年05月30日,一般会計,福祉保健費,少子社会対策費,児童福祉施設費,負担金補助及交付金,30年度ベビーシッター利用支援事業審査事務等委託追加支出,"855,680 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月07日,一般会計,福祉保健費,少子社会対策費,児童相談所費,報償費,児童虐待対策委員会研修の講師謝礼金の支出について,"18,048 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月08日,一般会計,福祉保健費,少子社会対策費,児童相談所費,委託料,平成30年度児相システム保守・運用支援委託(準備契約),"11,860,403 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月08日,一般会計,福祉保健費,少子社会対策費,児童相談所費,委託料,ホームページ（「東京OSEKKAI化計画」）改修委託,"1,298,959 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月10日,一般会計,福祉保健費,少子社会対策費,子供家庭福祉費,委託料,30年度放課後児童支援員認定資格研修業務委託について,"41,472,000 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月13日,一般会計,福祉保健費,少子社会対策費,子供家庭福祉費,委託料,子供の健康相談室（小児救急相談）事業委託,"13,311,000 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月13日,一般会計,福祉保健費,少子社会対策費,子供家庭福祉費,需用費 一般需用費,小児慢性特定疾病医療受給者証の印刷,"172,800 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月14日,一般会計,福祉保健費,施設整備費,社会福祉施設等整備費,需用費 一般需用費,「液晶テレビ外１２件の買入れ」契約の支払いについて,"1,411,344 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月14日,一般会計,福祉保健費,施設整備費,社会福祉施設等整備費,備品購入費,「液晶テレビ外１２件の買入れ」契約の支払いについて,"1,328,400 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月14日,一般会計,福祉保健費,施設整備費,社会福祉施設等整備費,需用費 一般需用費,「片袖机外９９件の買入れ」契約の支払について,"22,094,640 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月14日,一般会計,福祉保健費,施設整備費,社会福祉施設等整備費,備品購入費,「片袖机外９９件の買入れ」契約の支払について,"4,905,360 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月15日,一般会計,福祉保健費,少子社会対策費,子供家庭福祉費,委託料,平成30年度女性の健康妊娠・出産相談（第４四半期）,"3,780,000 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月16日,一般会計,福祉保健費,少子社会対策費,児童相談所費,委託料,児相システム改修（里親認定基準改正）に係る支出,"9,253,764 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月16日,一般会計,福祉保健費,少子社会対策費,子供家庭福祉費,扶助費,平成30年度入院助産保護費の支出について（3月分）,"5,770,170 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月17日,一般会計,福祉保健費,少子社会対策費,児童相談所費,報償費,児童相談業務に係る法律相談に伴う経費の支出について,"113,586 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月17日,一般会計,福祉保健費,少子社会対策費,児童相談所費,報償費,児童相談所に係る法律相談に伴う経費の支出について,"113,586 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月17日,一般会計,福祉保健費,少子社会対策費,児童相談所費,報償費,児童相談業務に係る法律相談に伴う経費の支出について,"113,586 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月20日,一般会計,福祉保健費,少子社会対策費,児童相談所費,委託料,30病床確保による一時保護機能強化事業の経費の支出,"10,343,700 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月20日,一般会計,福祉保健費,少子社会対策費,児童相談所費,委託料,児相システムの改修委託（警察との情報共有対応）,"13,527,432 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月20日,一般会計,福祉保健費,施設整備費,社会福祉施設等整備費,委託料,品川児童相談所外２所劣化度調査等委託の支払について,"5,832,000 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月21日,一般会計,福祉保健費,少子社会対策費,子供家庭福祉費,負担金補助及交付金,H28未熟児養育医療都負担金の交付額再確定に伴う支出,265 
福祉保健局,少子社会対策部,家庭支援課,令和01年05月21日,一般会計,福祉保健費,少子社会対策費,子供家庭福祉費,委託料,平成30年度子供の健康相談室医師の相談対応業務委託,"2,091,995 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月21日,一般会計,福祉保健費,少子社会対策費,子供家庭福祉費,委託料,不妊に関する普及啓発業務委託,"9,498,054 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月21日,一般会計,福祉保健費,少子社会対策費,子供家庭福祉費,負担金補助及交付金,H26未熟児養育医費都負担金の交付額再確定に伴う支出,"19,358 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月21日,一般会計,福祉保健費,少子社会対策費,子供家庭福祉費,負担金補助及交付金,平成30年度児童養護施設等の環境改善事業補助金の支出,"6,000,000 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月21日,一般会計,諸支出金,諸費,国庫支出金返納金,償還金利子及割引料,平成２９年度未熟児養育医療費等国庫負担金の返納,"293,729 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月21日,一般会計,諸支出金,諸費,国庫支出金返納金,償還金利子及割引料,H27小児慢性特定疾病医療費国庫負担金の返納(再確定),"1,873 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月21日,一般会計,諸支出金,諸費,国庫支出金返納金,償還金利子及割引料,H28小児慢性特定疾病医療費国庫負担金の返納(再確定),19 
福祉保健局,少子社会対策部,家庭支援課,令和01年05月22日,一般会計,福祉保健費,少子社会対策費,児童相談所費,委託料,児相システムの改修委託（新元号対応）,"12,392,217 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月22日,一般会計,福祉保健費,少子社会対策費,児童相談所費,委託料,児相システムの改修委託（改善要望対応）,"15,905,808 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月22日,一般会計,福祉保健費,施設整備費,社会福祉施設等整備費,委託料,西部一時保護所学習棟工事基本計画・設計委託の支出,"996,000 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月22日,一般会計,諸支出金,諸費,国庫支出金返納金,償還金利子及割引料,H27小児慢性特定疾病対策補助金の返納（再確定）,"11,000 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月24日,一般会計,福祉保健費,少子社会対策費,児童相談所費,委託料,東京都児童相談所一時保護所外部評価業務委託,"3,780,000 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月27日,一般会計,福祉保健費,少子社会対策費,子供家庭福祉費,負担金補助及交付金,平成30年度療育給付事業交付金の支出,"350,158 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月28日,一般会計,福祉保健費,施設整備費,社会福祉施設等整備助成費,負担金補助及交付金,平成30年度学童クラブ整備費補助金に係る支出について,"303,715,000 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月28日,一般会計,福祉保健費,少子社会対策費,子供家庭福祉費,負担金補助及交付金,平成30年度特別区小慢受理事務交付金の支出,"1,677,720 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月28日,一般会計,福祉保健費,少子社会対策費,子供家庭福祉費,負担金補助及交付金,平成30年度市町村小慢受理事務交付金の支出,"1,013,328 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月29日,一般会計,福祉保健費,少子社会対策費,子供家庭福祉費,負担金補助及交付金,平成30年度東京都育成医療事業負担金に係る追加支出,"5,862,888 "
福祉保健局,少子社会対策部,家庭支援課,令和01年05月30日,一般会計,福祉保健費,少子社会対策費,子供家庭福祉費,役務費,＃8000ダイヤルサービス料の支出について,"12,606 "
福祉保健局,障害者施策推進部,計画課,令和01年05月07日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,委託料,30重心短期入所病床確保委託料支出⑥第四四半期,"757,800 "
福祉保健局,障害者施策推進部,計画課,令和01年05月07日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,負担金補助及交付金,H30東京都民間福祉施設サービス推進費追加支出,"14,967,000 "
福祉保健局,障害者施策推進部,計画課,令和01年05月07日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,扶助費,平成30年度障害児入所給付費等の支出（紙請求3月）,"172,572 "
福祉保健局,障害者施策推進部,計画課,令和01年05月07日,一般会計,福祉保健費,施設整備費,社会福祉施設等整備助成費,負担金補助及交付金,H30年度障害者通所施設等整備費補助金の支出,"29,588,000 "
福祉保健局,障害者施策推進部,計画課,令和01年05月07日,一般会計,福祉保健費,施設整備費,社会福祉施設等整備助成費,負担金補助及交付金,H30年度障害者通所施設等整備費補助金の支出,"16,432,000 "
福祉保健局,障害者施策推進部,計画課,令和01年05月07日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,負担金補助及交付金,平成30年借地活用障害者施設設置支援補助金の支出,"5,000 "
福祉保健局,障害者施策推進部,計画課,令和01年05月07日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,負担金補助及交付金,平成30年度サービス推進費（都外障害者支援施設）,"30,027,000 "
福祉保健局,障害者施策推進部,計画課,令和01年05月07日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,負担金補助及交付金,平成30年度サービス推進費（障害者支援施設）,"104,619,000 "
福祉保健局,障害者施策推進部,計画課,令和01年05月07日,一般会計,福祉保健費,施設整備費,社会福祉施設等整備助成費,負担金補助及交付金,Ｈ３０年度障害者通所施設等整備費補助金の支出,"44,006,000 "
福祉保健局,障害者施策推進部,計画課,令和01年05月07日,一般会計,福祉保健費,障害者施策推進費,精神保健福祉費,役務費,５月分  公共料金支払,"48,710 "
福祉保健局,障害者施策推進部,計画課,令和01年05月08日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,扶助費,児童福祉法に基づく措置費の支出（３月分）,"236,445 "
福祉保健局,障害者施策推進部,計画課,令和01年05月08日,心身障害者扶養年金会計,扶養年金費,扶養年金費,扶養年金費,委託料,心身障害者扶養年金システム運用支援委託の経費支出,"3,564,810 "
福祉保健局,障害者施策推進部,計画課,令和01年05月08日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,委託料,心身障害者扶養共済システムの運用支援委託の経費支出,"3,038,904 "
福祉保健局,障害者施策推進部,計画課,令和01年05月08日,心身障害者扶養年金会計,扶養年金費,扶養年金費,扶養年金費,委託料,元号改正に伴う心身障害者扶養年金システム改修委託,"1,081,080 "
福祉保健局,障害者施策推進部,計画課,令和01年05月08日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,委託料,元号改正に伴う東京都扶養共済システムの改修委託,"835,380 "
福祉保健局,障害者施策推進部,計画課,令和01年05月08日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,委託料,30重心短期入所病床確保委託料支出⑧第四四半期,"1,515,600 "
福祉保健局,障害者施策推進部,計画課,令和01年05月08日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,委託料,30重心短期入所病床確保委託料支出⑧第四四半期,"223,200 "
福祉保健局,障害者施策推進部,計画課,令和01年05月08日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,扶助費,H30児童福祉法に基づく措置費の支出（３月分）,"842,676 "
福祉保健局,障害者施策推進部,計画課,令和01年05月08日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,負担金補助及交付金,平成30年度定期借地権利用による整備促進事業の支払,"6,603,000 "
福祉保健局,障害者施策推進部,計画課,令和01年05月08日,一般会計,福祉保健費,施設整備費,社会福祉施設等整備助成費,負担金補助及交付金,H30障害者通所施設等整備費補助金支出,"11,827,000 "
福祉保健局,障害者施策推進部,計画課,令和01年05月08日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,委託料,就労支援・定着支援等スキル向上事業委託料の支出,"2,314,278 "
福祉保健局,障害者施策推進部,計画課,令和01年05月08日,一般会計,福祉保健費,障害者施策推進費,管理費,委託料,障害者差別解消都民向け啓発シンポジウム委託の支出,"3,942,000 "
福祉保健局,障害者施策推進部,計画課,令和01年05月08日,一般会計,福祉保健費,障害者施策推進費,管理費,使用料及賃借料,平成３０年度タクシー利用料金の支出について,"367,780 "
福祉保健局,障害者施策推進部,計画課,令和01年05月08日,一般会計,福祉保健費,障害者施策推進費,精神保健福祉費,使用料及賃借料,平成３０年度タクシー利用料金の支出について,"412,990 "
福祉保健局,障害者施策推進部,計画課,令和01年05月08日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,扶助費,H30　児童福祉法に基づく措置費の支出（３月分）,"841,166 "
福祉保健局,障害者施策推進部,計画課,令和01年05月08日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,扶助費,H30児童福祉法に基づく措置費の支出(3月分),"586,385 "
福祉保健局,障害者施策推進部,計画課,令和01年05月08日,一般会計,福祉保健費,施設整備費,社会福祉施設等整備助成費,負担金補助及交付金,Ｈ３０年度障害者（児）施設整備費補助金の支出,"6,554,000 "
福祉保健局,障害者施策推進部,計画課,令和01年05月08日,一般会計,福祉保健費,施設整備費,社会福祉施設等整備助成費,負担金補助及交付金,平成30年度障害者通所施設等整備費補助金の支出,"1,774,000 "
福祉保健局,障害者施策推進部,計画課,令和01年05月09日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,負担金補助及交付金,30借地を活用した施設設置支援事業補助金の支出(継続),"17,623,000 "
福祉保健局,障害者施策推進部,計画課,令和01年05月09日,一般会計,福祉保健費,障害者施策推進費,精神保健福祉費,需用費 一般需用費,ＴＡＩＭＳ端末の修理,"56,192 "
福祉保健局,障害者施策推進部,計画課,令和01年05月09日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,負担金補助及交付金,30年度知的身体障害者等GH開設準備経費等補助金の支出,"7,843,315 "
福祉保健局,障害者施策推進部,計画課,令和01年05月09日,一般会計,福祉保健費,施設整備費,社会福祉施設等整備費,委託料,東部訪問看護事業部（H30）空調設備実施設計,"297,000 "
福祉保健局,障害者施策推進部,計画課,令和01年05月09日,一般会計,福祉保健費,障害者施策推進費,精神保健福祉費,扶助費,平成３０年精神通院医療費の支出(現物支給),"224,174 "
福祉保健局,障害者施策推進部,計画課,令和01年05月09日,一般会計,福祉保健費,施設整備費,社会福祉施設等整備費,工事請負費,東京都清瀬喜望園(H30)排水設備改修工事の支出,"3,532,000 "
福祉保健局,障害者施策推進部,計画課,令和01年05月10日,一般会計,福祉保健費,施設整備費,社会福祉施設等整備費,工事請負費,日野療護園（H30）内壁改修工事,"6,397,600 "
福祉保健局,障害者施策推進部,計画課,令和01年05月10日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,委託料,「平成30年度工賃アップセミナー事業の委託」の支出,"5,045,760 "
福祉保健局,障害者施策推進部,計画課,令和01年05月10日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,委託料,中核市権限移譲移行に伴う施設指定管理システム改修の支出,"281,880 "
福祉保健局,障害者施策推進部,計画課,令和01年05月10日,一般会計,福祉保健費,障害者施策推進費,管理費,旅費 普通旅費,被災地派遣職員の一時帰庁旅費の支払いについて,"17,750 "
福祉保健局,障害者施策推進部,計画課,令和01年05月13日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,委託料,30重心短期入所病床確保委託料支出①（第四四半期）,"18,945,000 "
福祉保健局,障害者施策推進部,計画課,令和01年05月13日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,委託料,30重心短期入所病床確保委託料支出①（第四四半期）,"4,259,400 "
福祉保健局,障害者施策推進部,計画課,令和01年05月13日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,委託料,平成30年度知的障害児等療育支援事業委託料の支出,"1,526,100 "
福祉保健局,障害者施策推進部,計画課,令和01年05月13日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,扶助費,平成30年度障害児入所医療費(食事療養)の支出(3月),"32,100 "
福祉保健局,障害者施策推進部,計画課,令和01年05月13日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,報償費,弁護士に対する報酬の支出について,"48,128 "
福祉保健局,障害者施策推進部,計画課,令和01年05月13日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,委託料,H30医療的ケア対応促進モデル事業委託料支出（３月分）,"195,888 "
福祉保健局,障害者施策推進部,計画課,令和01年05月14日,一般会計,福祉保健費,障害者施策推進費,精神保健福祉費,負担金補助及交付金,30-3精神障害者早期退院支援事業補助金の支出,"370,060 "
福祉保健局,障害者施策推進部,計画課,令和01年05月14日,一般会計,福祉保健費,障害者施策推進費,精神保健福祉費,負担金補助及交付金,平成30年度精神障害者早期退院支援事業補助金の支出,"1,487,250 "
福祉保健局,障害者施策推進部,計画課,令和01年05月14日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,委託料,30重心短期入所病床確保委託料支出②第四四半期,"9,093,600 "
福祉保健局,障害者施策推進部,計画課,令和01年05月14日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,委託料,30重心短期入所病床確保委託料支出②第四四半期,"2,306,400 "
福祉保健局,障害者施策推進部,計画課,令和01年05月14日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,負担金補助及交付金,平成30年度町田福祉園建物維持管理経費補助金精算支出,"1,507,000 "
福祉保健局,障害者施策推進部,計画課,令和01年05月14日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,扶助費,30児童福祉法に基づく措置費の支出（3月分）,"4,195,614 "
福祉保健局,障害者施策推進部,計画課,令和01年05月14日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,扶助費,H30年度児童福祉法に基づく措置費の支出（3月分）,"10,133,635 "
福祉保健局,障害者施策推進部,計画課,令和01年05月14日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,扶助費,H30年度児童福祉法に基づく措置費の支出（3月分）,"15,446,149 "
福祉保健局,障害者施策推進部,計画課,令和01年05月14日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,扶助費,H30年度児童福祉法に基づく措置費の支出（3月分）,"3,031,159 "
福祉保健局,障害者施策推進部,計画課,令和01年05月14日,一般会計,福祉保健費,障害者施策推進費,精神保健福祉費,委託料,グループホーム活用型ショートステイ事業委託料支出,"129,643 "
福祉保健局,障害者施策推進部,計画課,令和01年05月14日,一般会計,福祉保健費,障害者施策推進費,精神保健福祉費,委託料,グループホーム活用型ショートステイ事業委託料支出,"597,456 "
福祉保健局,障害者施策推進部,計画課,令和01年05月14日,一般会計,福祉保健費,障害者施策推進費,精神保健福祉費,委託料,グループホーム活用型ショートステイ事業委託料支出,"538,272 "
福祉保健局,障害者施策推進部,計画課,令和01年05月14日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,負担金補助及交付金,平成30年度建物維持管理経費補助金（多摩療護園）支出,"223,000 "
福祉保健局,障害者施策推進部,計画課,令和01年05月15日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,委託料,30重心短期入所病床確保委託料支出④第四四半期,"1,591,380 "
福祉保健局,障害者施策推進部,計画課,令和01年05月15日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,委託料,30重心短期入所病床確保委託料支出④第四四半期,"114,700 "
福祉保健局,障害者施策推進部,計画課,令和01年05月15日,一般会計,福祉保健費,障害者施策推進費,管理費,旅費 特別旅費,旅費の支出について（平成３０年度３月分）,"6,060 "
福祉保健局,障害者施策推進部,計画課,令和01年05月15日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,旅費 普通旅費,旅費の支出について（平成３０年度３月分）,"74,184 "
福祉保健局,障害者施策推進部,計画課,令和01年05月15日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,旅費 特別旅費,旅費の支出について（平成３０年度３月分）,"14,196 "
福祉保健局,障害者施策推進部,計画課,令和01年05月15日,一般会計,福祉保健費,障害者施策推進費,障害者センター費,旅費 普通旅費,旅費の支出について（平成３０年度３月分）,348 
福祉保健局,障害者施策推進部,計画課,令和01年05月15日,一般会計,福祉保健費,障害者施策推進費,精神保健福祉費,旅費 普通旅費,旅費の支出について（平成３０年度３月分）,"452,310 "
福祉保健局,障害者施策推進部,計画課,令和01年05月15日,一般会計,福祉保健費,障害者施策推進費,精神保健福祉費,旅費 特別旅費,旅費の支出について（平成３０年度３月分）,354 
福祉保健局,障害者施策推進部,計画課,令和01年05月15日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,委託料,平成30年度障害者グループホーム人材育成支援事業委託,"6,690,834 "
福祉保健局,障害者施策推進部,計画課,令和01年05月15日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,報償費,共同受注窓口開設に伴う窓口名候補に係る商標調査支出,"146,685 "
福祉保健局,障害者施策推進部,計画課,令和01年05月15日,一般会計,福祉保健費,障害者施策推進費,精神保健福祉費,需用費 一般需用費,「東京都の精神保健福祉（平成29年版）の印刷,"311,040 "
福祉保健局,障害者施策推進部,計画課,令和01年05月15日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,委託料,Ｈ30地域療育支援事業（東）第四四半期,"933,360 "
福祉保健局,障害者施策推進部,計画課,令和01年05月15日,一般会計,福祉保健費,施設整備費,社会福祉施設等整備助成費,負担金補助及交付金,平成30年度障害者（児）施設整備費補助金の支出,"71,113,000 "
福祉保健局,障害者施策推進部,計画課,令和01年05月15日,一般会計,福祉保健費,施設整備費,社会福祉施設等整備費,委託料,清瀬喜望園(H30)仮設建物排水設備改修工事監理業務,"226,800 "
福祉保健局,障害者施策推進部,計画課,令和01年05月15日,一般会計,諸支出金,諸費,国庫支出金返納金,償還金利子及割引料,平成30年度身体障害者保護費国庫負担　返還金納付,"1,356,000 "
福祉保健局,障害者施策推進部,計画課,令和01年05月15日,一般会計,福祉保健費,障害者施策推進費,管理費,委託料,データ標準レイアウト改版に伴う障害児受給者システム改修の支出,"532,170 "
福祉保健局,障害者施策推進部,計画課,令和01年05月15日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,委託料,平成30年度重症心身障害児（者）通所受入促進員3月分,"355,810 "
福祉保健局,障害者施策推進部,計画課,令和01年05月15日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,委託料,平成30年度重症心身障害児（者）通所受入促進員3月分,"322,490 "
福祉保健局,障害者施策推進部,計画課,令和01年05月15日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,委託料,平成30年度重症心身障害児（者）通所受入促進員3月分,"239,190 "
福祉保健局,障害者施策推進部,計画課,令和01年05月16日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,委託料,30失語症者意思疎通支援者養成事業(後期)精算・追給,"532,292 "
福祉保健局,障害者施策推進部,計画課,令和01年05月16日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,扶助費,産休等代替職員の任用承認に係る費用の支出について,"102,440 "
福祉保健局,障害者施策推進部,計画課,令和01年05月16日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,負担金補助及交付金,平成30年度事務処理特例交付金の支出,"16,389 "
福祉保健局,障害者施策推進部,計画課,令和01年05月16日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,負担金補助及交付金,平成30年度事務処理特例交付金の支出,"9,105 "
福祉保健局,障害者施策推進部,計画課,令和01年05月16日,一般会計,福祉保健費,施設整備費,社会福祉施設等整備助成費,負担金補助及交付金,Ｈ３０年度障害者（児）施設整備費補助金の支出,"229,436,000 "
福祉保健局,障害者施策推進部,計画課,令和01年05月16日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,扶助費,H30児童福祉法に基づく措置費の支出（精算分）,"69,580 "
福祉保健局,障害者施策推進部,計画課,令和01年05月16日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,扶助費,H30年度児童福祉法に基づく措置費の支出（3月分）,"37,599 "
福祉保健局,障害者施策推進部,計画課,令和01年05月16日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,扶助費,H30年度児童福祉法に基づく措置費の支出（精算分）,"170,070 "
福祉保健局,障害者施策推進部,計画課,令和01年05月17日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,負担金補助及交付金,30練馬福祉園建物維持管理経費補助金精算,"2,119,000 "
福祉保健局,障害者施策推進部,計画課,令和01年05月17日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,負担金補助及交付金,平成30年度建物維持管領経費補助金精算,"354,000 "
福祉保健局,障害者施策推進部,計画課,令和01年05月17日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,扶助費,H30児福法に基づく措置費の支出（第4四半期・差額）,"1,602,421 "
福祉保健局,障害者施策推進部,計画課,令和01年05月17日,一般会計,福祉保健費,障害者施策推進費,障害者施設費,扶助費,H30年度児童福祉法に基づく措置費の支出（精算分）,"1,391,795 "
福祉保健局,障害者施策推進部,計画課,令和01年05月17日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,報償費,H30医療的ケア児支援者育成研修第1、2回報償費の支出,"134,935 "
福祉保健局,障害者施策推進部,計画課,令和01年05月17日,一般会計,福祉保健費,施設整備費,社会福祉施設等整備助成費,負担金補助及交付金,平成30年度障害者（児）施設整備費補助金の支出,"11,409,000 "
福祉保健局,障害者施策推進部,計画課,令和01年05月17日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,需用費 一般需用費,シュレッダー用クロスカッターの購入,"191,894 "
福祉保健局,障害者施策推進部,計画課,令和01年05月20日,一般会計,福祉保健費,施設整備費,社会福祉施設等整備費,委託料,府中療育センター電子カルテ設計・開発業務委託,"17,496,000 "
福祉保健局,障害者施策推進部,計画課,令和01年05月20日,一般会計,福祉保健費,施設整備費,社会福祉施設等整備助成費,負担金補助及交付金,平成３０年度民間移譲施設整備費補助金の支出について,"12,135,000 "
福祉保健局,障害者施策推進部,計画課,令和01年05月20日,一般会計,福祉保健費,障害者施策推進費,障害者福祉費,委託料,H30年度ICT聴覚障害者コミュニケーション支援事業,"7,992,000 "
