公金支出情報（令和元年５月（出納整理期間）分）,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
局名,部名,課名,支払日,会計名,款名,項名,目名,節・細節名,支払内容（件名）,　　　支払額　（円）　
産業労働局,多摩職業能力開発センター,人材育成課,令和01年05月08日,一般会計,産業労働費,労働費,職業能力開発費,需用費 一般需用費,日本経済新聞の購読,"14,700 "
産業労働局,多摩職業能力開発センター,人材育成課,令和01年05月08日,一般会計,産業労働費,労働費,職業能力開発費,需用費 一般需用費,読売新聞の購読,"13,200 "
産業労働局,多摩職業能力開発センター,人材育成課,令和01年05月08日,一般会計,産業労働費,労働費,職業能力開発費,需用費 一般需用費,東京新聞の購読,"10,029 "
産業労働局,多摩職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,局所排気装置外1点の点検委託,"291,600 "
産業労働局,城東職業能力開発センター,人材育成課,令和01年05月07日,一般会計,産業労働費,労働費,職業能力開発費,役務費,５月分  公共料金支払,434 
産業労働局,城東職業能力開発センター,人材育成課,令和01年05月17日,一般会計,産業労働費,労働費,職業能力開発費,旅費 特別旅費,非常勤講師旅費の支出について(平成31年1月分、2月分),"1,626 "
産業労働局,城東職業能力開発センター,人材育成課,令和01年05月21日,一般会計,産業労働費,労働費,職業能力開発費,旅費 普通旅費,職員の旅費の支出について(平成31年3月分追加),"6,679 "
産業労働局,城東職業能力開発センター,人材育成課,令和01年05月23日,一般会計,産業労働費,労働費,職業能力開発費,需用費 光熱水費,平成３０年度　電気料金の支出（３月分）,"1,267,124 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月07日,一般会計,産業労働費,労働費,職業能力開発費,需用費 一般需用費,平成31年度離職者訓練６月生の募集案内の印刷,"1,733,400 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月07日,一般会計,産業労働費,労働費,職業能力開発費,役務費,５月分  公共料金支払,12 
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月08日,一般会計,産業労働費,労働費,職業能力開発費,委託料,保育士養成科の業務委託その３（１年生）の支出4/4,"3,539,826 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月08日,一般会計,産業労働費,労働費,職業能力開発費,委託料,専門人材育成訓練「税理士科」の業務委託の支出4/4,"6,803,575 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月08日,一般会計,産業労働費,労働費,職業能力開発費,委託料,保育士養成科の業務委託その８（2年生）の支出4/4,"4,723,920 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月08日,一般会計,産業労働費,労働費,職業能力開発費,委託料,女性向け訓練（31年1月生総務経理・パソコン事務養成科）,"1,760,400 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月08日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年1月生宅建業・不動産業就職科,"2,369,639 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月08日,一般会計,産業労働費,労働費,職業能力開発費,委託料,デュアルシステム(30年12月生・Webサイトデザイン科)の支出,"7,440,249 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月08日,一般会計,産業労働費,労働費,職業能力開発費,委託料,デュアルシステム(30年12月生・パソコンエキスパート科)の支出,"6,461,308 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月08日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年1月生医療事務とコンシェルジュ科),"3,185,997 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月08日,一般会計,産業労働費,労働費,職業能力開発費,委託料,介護福祉士養成科の業務委託その1（１年生）の支出4/4,"1,458,000 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月08日,一般会計,産業労働費,労働費,職業能力開発費,委託料,保育士養成科の業務委託その10(1年生)の支出4/4,"4,369,606 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月08日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(30年10月生Androidアプリ科)の支出,"9,143,999 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月08日,一般会計,産業労働費,労働費,職業能力開発費,委託料,保育士養成科の業務委託その８（１年生）の支出4/4,"4,199,040 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月08日,一般会計,産業労働費,労働費,職業能力開発費,委託料,保育士養成科の業務委託その２（１年生）の支出4/4,"2,766,182 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,建築設備保全に関するコンサルティング業務委託,"270,000 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,使用料及賃借料,ソフトウェアライセンスの更新,"141,696 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年2月生Webクリエイター養成科,"2,408,956 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年2月生ExcelIVBA実践科）,"1,620,000 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年2月生オフィスソフトITマ）,"3,024,000 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年2月生ITパソコンマスター科）,"3,066,629 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年2月生基礎から学ぶ医療事務科,"1,674,000 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年3月生JAVAエンジニア科)の支出,"1,134,000 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年2月生医療事務・医事コンピュータ,"2,199,789 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年2月生Webデザイン&プログラミング科,"3,024,000 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年3月生国際ビジネス科)の支出,"1,404,000 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年2月生Web&オフィスワーク科)の支出,"3,132,000 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,デュアルシステム(30年12月生・ビジネススキルアップ科)の支出,"3,669,004 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年3月生Webサイトクリエータ科）の支出,"1,458,000 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年2月生Webクリエータ科）の支出,"2,978,525 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年3月生Officeプロフェッショナル科）,"1,505,952 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年3月生Webクリエータ科）の支出,"1,566,000 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年2月生簿記会計科）の支出,"1,998,000 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年2月生企業総務科）の支出,"2,862,000 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年1月生介護初任者・同行援護科,"1,537,918 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年1月生オフィスソフトITマスター科)の支出,"2,391,880 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年3月生経理実務科)の支出,"1,566,000 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年2月生介護初任者養成科)支出,"1,188,000 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年2月生介護職員初任者研修),"1,080,000 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年3月生一般・OA事務科)の支出,"1,566,000 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年2月生国際ビジネス科)の支出,"2,745,471 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,デュアルシステム(30年12月生・経理実務総合科)の支出,"5,871,078 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,デュアルシステム(30年12月生・トラベルビジネス科)の支出,"7,661,547 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年2月生宅建業・不動産業就職科,"1,562,696 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,介護福祉士養成科の業務委託その10（2年生）の支出4/4,"2,624,400 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月09日,一般会計,産業労働費,労働費,職業能力開発費,委託料,介護福祉士養成科の業務委託その16（2年生）の支出4/4,"1,749,600 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月13日,一般会計,産業労働費,労働費,職業能力開発費,委託料,介護福祉士養成科の業務委託その２（1年生）の支出4/4,"6,998,400 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月13日,一般会計,産業労働費,労働費,職業能力開発費,委託料,保育士養成科の業務委託その４（１年生）の支出4/4,"8,639,115 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月13日,一般会計,産業労働費,労働費,職業能力開発費,委託料,東京都民間委託訓練(30年10月生「ネットワーク構築科」)支出,"8,585,710 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月13日,一般会計,産業労働費,労働費,職業能力開発費,委託料,東京都民間委託訓練(30年10月生「OAソフト管理科」)支出,"7,374,582 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月13日,一般会計,産業労働費,労働費,職業能力開発費,委託料,東京都民間委託訓練(30年10月生「OAソフト管理科」)支出,"8,386,297 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月13日,一般会計,産業労働費,労働費,職業能力開発費,委託料,保育士養成科の業務委託その12（1年生）の支出4/4,"6,889,050 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月13日,一般会計,産業労働費,労働費,職業能力開発費,委託料,デュアルシステム(30年12月生・Webデザイン&プログラミング実践科),"6,819,379 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月13日,一般会計,産業労働費,労働費,職業能力開発費,委託料,デュアルシステム(30年12月生・Webクリエータ実践科)の支出,"7,713,360 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月13日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年2月生トラベルビジネス科)の支出,"1,296,000 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月14日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年1月生Javaプログラミング実践科),"4,763,998 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月14日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(30年12月生不動産ビジネス総合科）,"5,176,884 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月14日,一般会計,産業労働費,労働費,職業能力開発費,委託料,東京都民間委託訓練(30年10月生「医療事務科」)の支出,"8,872,967 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月14日,一般会計,産業労働費,労働費,職業能力開発費,委託料,東京都民間委託訓練(30年10月生「医療事務科」)の支出,"7,369,990 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月14日,一般会計,産業労働費,労働費,職業能力開発費,委託料,東京都民間委託訓練(30年10月生「ビジネス経理科」)支出,"9,283,716 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月14日,一般会計,産業労働費,労働費,職業能力開発費,委託料,東京都民間委託訓練(30年10月生[経営管理実務科])支出,"8,445,012 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月14日,一般会計,産業労働費,労働費,職業能力開発費,委託料,義肢装具科の業務委託の支出4/4,"4,471,200 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月15日,一般会計,産業労働費,労働費,職業能力開発費,委託料,東京都民間委託訓練(30年10月生「医療事務科」)の支出,"9,251,082 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月15日,一般会計,産業労働費,労働費,職業能力開発費,委託料,東京都民間委託訓練(30年10月生「貿易実務科」)の支出,"9,467,800 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月15日,一般会計,産業労働費,労働費,職業能力開発費,委託料,東京都民間委託訓練(30年10月生「貿易実務科」)の支出,"9,328,841 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月15日,一般会計,産業労働費,労働費,職業能力開発費,委託料,東京都民間委託訓練(30年10月生[経営管理実務科])支出,"8,776,273 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月15日,一般会計,産業労働費,労働費,職業能力開発費,委託料,東京都民間委託訓練(30年10月生「財務管理科」)の支出,"9,339,442 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月15日,一般会計,産業労働費,労働費,職業能力開発費,委託料,東京都民間委託訓練(30年10月生「財務管理科」)の支出,"9,536,690 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月15日,一般会計,産業労働費,労働費,職業能力開発費,委託料,東京都民間委託訓練(30年10月生「CAD科」）の支出,"9,239,298 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月16日,一般会計,産業労働費,労働費,職業能力開発費,委託料,東京都民間委託訓練(30年10月生[観光ビジネス科])の支出,"9,666,290 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月16日,一般会計,産業労働費,労働費,職業能力開発費,委託料,東京都民間委託訓練(30年10月生[ショップマネジメント科])支出,"8,294,400 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月17日,一般会計,産業労働費,労働費,職業能力開発費,使用料及賃借料,ソフトウェアライセンスの更新,"304,128 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月17日,一般会計,産業労働費,労働費,職業能力開発費,備品購入費,カラープリンターの購入,"275,400 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月17日,一般会計,産業労働費,労働費,職業能力開発費,委託料,介護福祉士養成科の業務委託その14（2年生）の支出4/4,"2,001,105 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月20日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年2月生Javaプログラマ養成科)支出,"1,174,467 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月22日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年3月生医療・調剤事務科）,"777,600 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月22日,一般会計,産業労働費,労働費,職業能力開発費,需用費 光熱水費,電気料金の支出について（平成31年3月分））,"739,287 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月23日,一般会計,産業労働費,労働費,職業能力開発費,委託料,デュアルシステム(30年12月生・ExcelVBA科)の支出,"3,395,878 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月24日,一般会計,産業労働費,労働費,職業能力開発費,委託料,東京都民間委託訓練（30年10月生「CAD科」）の支出,"7,620,021 "
産業労働局,中央・城北職業能力開発センター,人材育成課,令和01年05月24日,一般会計,産業労働費,労働費,職業能力開発費,委託料,離職者等再就職訓練(31年3月生WEBデザイン科）,"1,404,000 "
産業労働局,障害者職業能力開発校,教務課,令和01年05月07日,一般会計,産業労働費,労働費,職業能力開発費,旅費 特別旅費,旅費の支出について　（平成３１年　３月分）,"63,979 "
産業労働局,障害者職業能力開発校,教務課,令和01年05月07日,一般会計,産業労働費,労働費,職業能力開発費,旅費 普通旅費,旅費の支出について　（平成３１年　３月分）,"38,404 "
産業労働局,障害者職業能力開発校,教務課,令和01年05月07日,一般会計,産業労働費,労働費,職業能力開発費,役務費,５月分  公共料金支払,"5,142 "
産業労働局,障害者職業能力開発校,教務課,令和01年05月20日,一般会計,産業労働費,労働費,職業能力開発費,旅費 特別旅費,旅費の支出について（平成３１年３月分）,333 
産業労働局,城南職業能力開発センター,大田校,令和01年05月07日,一般会計,産業労働費,労働費,職業能力開発費,役務費,５月分  公共料金支払,238 
産業労働局,城東職業能力開発センター,江戸川校,令和01年05月07日,一般会計,産業労働費,労働費,職業能力開発費,役務費,５月分  公共料金支払,76 
産業労働局,城東職業能力開発センター,江戸川校,令和01年05月08日,一般会計,産業労働費,労働費,職業能力開発費,委託料,空調等自動制御装置定期点検保守委託（２月分）,"717,120 "
産業労働局,城東職業能力開発センター,江戸川校,令和01年05月08日,一般会計,産業労働費,労働費,職業能力開発費,旅費 普通旅費,近接地内旅費の支出について（3月分）,"52,573 "
産業労働局,城東職業能力開発センター,江戸川校,令和01年05月08日,一般会計,産業労働費,労働費,職業能力開発費,旅費 特別旅費,近接地内旅費の支出について（3月分）,"2,986 "
産業労働局,中央・城北職業能力開発センター,赤羽校,令和01年05月07日,一般会計,産業労働費,労働費,職業能力開発費,役務費,５月分  公共料金支払,37 
産業労働局,中央・城北職業能力開発センター,赤羽校,令和01年05月08日,一般会計,産業労働費,労働費,職業能力開発費,使用料及賃借料,チケットによるタクシー利用料金の支出（3月分）,"3,161 "
産業労働局,中央・城北職業能力開発センター,高年齢者校,令和01年05月07日,一般会計,産業労働費,労働費,職業能力開発費,委託料,ホテル業務システムの保守委託,"725,457 "
産業労働局,中央・城北職業能力開発センター,高年齢者校,令和01年05月07日,一般会計,産業労働費,労働費,職業能力開発費,負担金補助及交付金,平成30年度建物維持管理経費の支出,"4,559,916 "
産業労働局,中央・城北職業能力開発センター,高年齢者校,令和01年05月07日,一般会計,産業労働費,労働費,職業能力開発費,役務費,５月分  公共料金支払,"7,718 "
産業労働局,多摩職業能力開発センター,八王子校,令和01年05月07日,一般会計,産業労働費,労働費,職業能力開発費,旅費 普通旅費,旅費の支出について（平成３１年３月分）,"32,370 "
産業労働局,多摩職業能力開発センター,八王子校,令和01年05月07日,一般会計,産業労働費,労働費,職業能力開発費,旅費 特別旅費,旅費の支出について（平成３１年３月分）,480 
産業労働局,多摩職業能力開発センター,八王子校,令和01年05月07日,一般会計,産業労働費,労働費,職業能力開発費,役務費,５月分  公共料金支払,354 
産業労働局,城東職業能力開発センター,台東分校,令和01年05月07日,一般会計,産業労働費,労働費,職業能力開発費,役務費,電話料金の支出（都外市外）３月分,122 
産業労働局,城東職業能力開発センター,台東分校,令和01年05月07日,一般会計,産業労働費,商工業振興費,経営技術支援費,役務費,電話料金の支出（都外市外）３月分,6 
産業労働局,多摩職業能力開発センター,府中校,令和01年05月07日,一般会計,産業労働費,労働費,職業能力開発費,役務費,５月分  公共料金支払,248 
産業労働局,多摩職業能力開発センター,府中校,令和01年05月08日,一般会計,産業労働費,労働費,職業能力開発費,需用費 一般需用費,ＨＤＭＩケーブル外１１点の購入,"48,891 "
産業労働局,多摩職業能力開発センター,府中校,令和01年05月08日,一般会計,産業労働費,労働費,職業能力開発費,需用費 一般需用費,パジャマ外８点の購入,"104,198 "
産業労働局,多摩職業能力開発センター,府中校,令和01年05月08日,一般会計,産業労働費,労働費,職業能力開発費,需用費 一般需用費,車椅子外１点の購入,"125,000 "
産業労働局,多摩職業能力開発センター,府中校,令和01年05月08日,一般会計,産業労働費,労働費,職業能力開発費,需用費 一般需用費,床洗浄機の修繕,"84,472 "
産業労働局,多摩職業能力開発センター,府中校,令和01年05月08日,一般会計,産業労働費,労働費,職業能力開発費,委託料,床洗浄機点検委託,"221,603 "
産業労働局,多摩職業能力開発センター,府中校,令和01年05月08日,一般会計,産業労働費,労働費,職業能力開発費,需用費 一般需用費,床洗浄機の修繕,"256,058 "
産業労働局,多摩職業能力開発センター,府中校,令和01年05月10日,一般会計,産業労働費,労働費,職業能力開発費,委託料,電動カート点検委託,"8,640 "
産業労働局,多摩職業能力開発センター,府中校,令和01年05月15日,一般会計,産業労働費,労働費,職業能力開発費,需用費 一般需用費,冷暖房設備修繕,"128,520 "
産業労働局,多摩職業能力開発センター,府中校,令和01年05月17日,一般会計,産業労働費,労働費,職業能力開発費,需用費 光熱水費,電気料金の支払について(３月分),"709,713 "
産業労働局,皮革技術センター,,令和01年05月08日,一般会計,産業労働費,商工業振興費,経営技術支援費,需用費 光熱水費,平成30年度 工業用水道に係る下水道料金継続支払3月分,"32,313 "
産業労働局,皮革技術センター,,令和01年05月09日,一般会計,産業労働費,商工業振興費,経営技術支援費,使用料及賃借料,チケットによるタクシー利用料金の支出,"2,666 "
産業労働局,皮革技術センター,,令和01年05月20日,一般会計,産業労働費,施設整備費,産業労働施設整備費,備品購入費,万能試験機の買入れ,"5,184,000 "
産業労働局,島しょ農林水産総合センター,庶務課,令和01年05月07日,一般会計,産業労働費,農林水産費,水産費,委託料,30年度日の出庁舎警備保安管理委託の支出2月分,"389,699 "
産業労働局,島しょ農林水産総合センター,庶務課,令和01年05月07日,一般会計,産業労働費,施設整備費,産業労働施設整備費,工事請負費,島しょセンター三宅事業所公舎玄関ドア交換及びその他工事,"7,020,000 "
産業労働局,島しょ農林水産総合センター,庶務課,令和01年05月07日,一般会計,産業労働費,農林水産費,水産費,需用費 光熱水費,ガソリン外3点の購入　大島（単価契約）,"2,129,436 "
産業労働局,島しょ農林水産総合センター,庶務課,令和01年05月07日,一般会計,産業労働費,農林水産費,水産費,役務費,FAXサービス使用料等の支出（大島・水産）,"22,169 "
産業労働局,島しょ農林水産総合センター,庶務課,令和01年05月07日,一般会計,産業労働費,農林水産費,水産費,使用料及賃借料,チケットによるタクシー利用料金の支払いについて,"8,250 "
産業労働局,島しょ農林水産総合センター,庶務課,令和01年05月07日,一般会計,産業労働費,農林水産費,水産費,役務費,５月分  公共料金支払,"12,469 "
産業労働局,島しょ農林水産総合センター,庶務課,令和01年05月07日,一般会計,産業労働費,農林水産費,水産費,役務費,５月分  公共料金支払,"25,212 "
産業労働局,島しょ農林水産総合センター,庶務課,令和01年05月07日,一般会計,産業労働費,農林水産費,農業費,役務費,５月分  公共料金支払,235 
産業労働局,島しょ農林水産総合センター,庶務課,令和01年05月10日,一般会計,産業労働費,農林水産費,農業費,需用費 一般需用費,新聞の購入（日本農業新聞）新島,"31,476 "
産業労働局,島しょ農林水産総合センター,庶務課,令和01年05月10日,一般会計,産業労働費,農林水産費,農業費,需用費 一般需用費,雑誌の購入（大島・普及）,"11,364 "
産業労働局,島しょ農林水産総合センター,庶務課,令和01年05月10日,一般会計,産業労働費,農林水産費,農業費,需用費 一般需用費,新聞の購入（大島・普及）,"90,276 "
産業労働局,島しょ農林水産総合センター,庶務課,令和01年05月10日,一般会計,産業労働費,農林水産費,小笠原振興費,委託料,魚類の同定調査委託,"594,000 "
産業労働局,島しょ農林水産総合センター,庶務課,令和01年05月13日,一般会計,産業労働費,農林水産費,水産費,委託料,30年度日の出庁舎警備保安管理委託の支出,"389,699 "
産業労働局,島しょ農林水産総合センター,庶務課,令和01年05月13日,一般会計,産業労働費,農林水産費,水産費,委託料,30年度日の出庁舎建物清掃委託の支出,"226,800 "
産業労働局,島しょ農林水産総合センター,庶務課,令和01年05月13日,一般会計,産業労働費,農林水産費,農業費,使用料及賃借料,平成３０年度三宅事業所敷地の賃借料の支出について,"540,233 "
産業労働局,島しょ農林水産総合センター,庶務課,令和01年05月15日,一般会計,産業労働費,農林水産費,農業費,報償費,講習会の講師謝礼及び旅費の支払いについて,"12,526 "
産業労働局,島しょ農林水産総合センター,庶務課,令和01年05月15日,一般会計,産業労働費,農林水産費,農業費,旅費 特別旅費,講習会の講師謝礼及び旅費の支払いについて,"26,538 "
産業労働局,島しょ農林水産総合センター,庶務課,令和01年05月16日,一般会計,産業労働費,施設整備費,産業労働施設整備費,委託料,島しょ農林水産総合センターホームページの改修構築委,"966,000 "
産業労働局,島しょ農林水産総合センター,庶務課,令和01年05月17日,一般会計,産業労働費,農林水産費,水産費,委託料,30年度日の出庁舎機器保守点検業務委託の支出,"395,223 "
産業労働局,家畜保健衛生所,,令和01年05月07日,一般会計,産業労働費,農林水産費,農業費,役務費,５月分  公共料金支払,"8,704 "
産業労働局,家畜保健衛生所,,令和01年05月07日,一般会計,産業労働費,農林水産費,農業費,役務費,５月分  公共料金支払,342 
産業労働局,農業振興事務所,農務課,令和01年05月07日,一般会計,産業労働費,農林水産費,農業費,需用費 一般需用費,雑誌の購読（東京七島新聞）,"9,600 "
産業労働局,農業振興事務所,農務課,令和01年05月07日,一般会計,産業労働費,農林水産費,農業費,委託料,平成30年度とうきょう元気農場運営業務委託(第4四半期,"915,000 "
産業労働局,農業振興事務所,農務課,令和01年05月07日,一般会計,産業労働費,農林水産費,農業費,役務費,５月分  公共料金支払,"11,240 "
産業労働局,農業振興事務所,農務課,令和01年05月07日,一般会計,産業労働費,農林水産費,農業費,役務費,５月分  公共料金支払,"1,475 "
産業労働局,農業振興事務所,農務課,令和01年05月07日,一般会計,産業労働費,農林水産費,農業費,役務費,５月分  公共料金支払,747 
産業労働局,農業振興事務所,農務課,令和01年05月08日,一般会計,産業労働費,農林水産費,農業費,負担金補助及交付金,H30年度小規模土地改良事業費補助金支出(小比企地区）,"17,311,000 "
産業労働局,農業振興事務所,農務課,令和01年05月08日,一般会計,産業労働費,農林水産費,農業費,負担金補助及交付金,平成30年度東京都農業経営基盤強化事業交付金の支出,"5,730,000 "
産業労働局,農業振興事務所,農務課,令和01年05月08日,一般会計,産業労働費,農林水産費,農業費,負担金補助及交付金,平成30年度都市農業活性化支援事業費補助金の支出,"23,920,000 "
産業労働局,農業振興事務所,農務課,令和01年05月08日,一般会計,産業労働費,農林水産費,農業費,負担金補助及交付金,平成30年度都市農業活性化支援事業費補助金の支出,"10,260,000 "
産業労働局,農業振興事務所,農務課,令和01年05月08日,一般会計,産業労働費,農林水産費,農業費,負担金補助及交付金,平成30年度都市農業活性化支援事業費補助金の支出,"43,049,000 "
